content,content_stem,score,target
There is an display optimization issue when I need to key in my 3ds code when purchasing on my mobile phone. The display screen to key in my 3d secure sms one time pin is truncated so I can never complete the purchase. I have to make the payment on a larger screen like on my ipad where I am then able to key in my sms otp.,display  optimization  issue  need  key  3ds  code  purchasing  mobile  phone.  display  screen  key  3d  secure  sms  one  time  pin  truncated  never  complete  purchase.  make  payment  larger  screen  like  ipad  able  key  sms  otp.,2,1
good 99.9%🥰,good  99.9%smiling_face_with_hearts,5,0
"Most convenient app for any shopping. Platform is user friendly and within a few clicks, I have my items coming my way. Delivery is also affordable and right to your doorstep, within a short time. Have never been disappointed by Shopee.","convenient  shopping.  platform  user  friendly  within  clicks,  coming  way.  delivery  also  affordable  right  doorstep,  within  short  time.  never  disappointed  shopee.",5,0
Ok app. Messy. But I'm sure that's all part of the design,ok  app.  messy.  i'm  sure  that's  part  design,4,0
"I am unable to upload photos to the app despite clicking on the Upload button. Have contacted Shopee support agent multiple times for assistance, each time I have to repeat myself and Shopee is still unable to resolve this issue. The reply received is if I have uploaded the photo (which I had) it will be in the system. With this issue unresolved, I cannot give ratings on the system for the items purchased and earn coins. How can Shopee support assist?","unable  upload  photos  despite  clicking  upload  button.  contacted  support  agent  multiple  times  assistance,  time  repeat  still  unable  resolve  issue.  reply  received  uploaded  photo  (which  had)  system.  issue  unresolved,  cannot  give  ratings  system  purchased  earn  coins.  support  assist?",1,1
I can't open the app as it keeps on closing ever since the 10.10 sales,can't  open  keeps  closing  ever  since  10.10  sales,1,1
Great deals so far and easy transaction. No bad encounter yet (never i hope),great  deals  far  easy  transaction.  encounter  yet  (never  hope),4,0
"The app keeps restarting by itself and I'm unable to use it at all since today. Developers, what's happening? Looks like I have to shop elsewhere now.","keeps  restarting  i'm  unable  use  since  today.  developers,  what's  happening?  looks  like  shop  elsewhere  now.",1,1
User friendly,user  friendly,5,0
Shopee has everything you need.,everything  need.,4,0
"Not bad experience so far, but still waiting for an email reply regarding my free welcome gift earphones...","experience  far,  still  waiting  email  reply  regarding  free  welcome  gift  earphones...",4,0
"After update, it became Malay language....what r u all doing??!!","update,  became  malay  language....what  r  u  doing??!!",1,1
"A wide variety of products available at good prices. Good deal as have coupon discount. However, some times app kept stopping and cannot get in.","wide  variety  products  available  good  prices.  good  deal  coupon  discount.  however,  times  kept  stopping  cannot  get  in.",4,0
"Purchase is fuss free, like a breeze.","purchase  fuss  free,  like  breeze.",5,0
You can find practically everythings you want. It would be even better if more payment options added and bank transfer payment made easier,find  practically  everythings  want.  would  even  better  payment  options  added  bank  transfer  payment  made  easier,4,0
Easy to use. Great range of products.,easy  use.  great  range  products.,5,0
"They were good until they made us hunt for vouchers around the app, and 404 errors started appearing when you try to view reviews or access the dashboard where your purchases are. A case of being too popular? It was so good at the beginning.","good  made  us  hunt  vouchers  around  app,  404  errors  started  appearing  try  view  reviews  access  dashboard  purchases  are.  case  popular?  good  beginning.",3,1
Good..,good..,4,0
"Great choices, but try to choose quality sellers and parts with great quality.","great  choices,  try  choose  quality  parts  great  quality.",4,0
Always crashes and lock out halfway through ahopeelive,always  crashes  lock  halfway  ahopeelive,1,1
"Buggy. Different bugs with different versions of update. This time Shopeepay does not reflect top up. Tips to troubleshoot didn't work. Tried to send an email to seek help, the app hang at captcha. Why do you even need a captcha before user send an email?","buggy.  different  bugs  different  versions  update.  time  shopeepay  reflect  top  up.  tips  troubleshoot  work.  tried  send  email  seek  help,  hang  captcha.  even  need  captcha  user  send  email?",1,1
Fun way to shop,fun  way  shop,4,0
"Best app to use for shopping! It displays great deals for products sold online. Shipping for all of the products are also not expensive, usually a dollar, but varies.","best  use  shopping!  displays  great  deals  products  sold  online.  shipping  products  also  expensive,  usually  dollar,  varies.",5,0
Excellent portable with wide range of products. Peace of mind as any dispute with seller will be managed by shoppe team. Great support.,excellent  portable  wide  range  products.  peace  mind  dispute  managed  shoppe  team.  great  support.,4,0
Lots of promotion Local or overseas.,lots  promotion  local  overseas.,4,0
Super wide selections of products within the platform. Easy to nagivate and search for products. Most importantly is the awesome great price ranges. Minimum damages to the wallet.,super  wide  selections  products  within  platform.  easy  nagivate  search  products.  importantly  awesome  great  price  ranges.  minimum  damages  wallet.,5,0
"The Perfect Experience. I came across fake bags w/ ""receipts"" n Shopee helped me with the refund (unfortunately the scammer matches.fashion is still allowed to sell). Deals can also be cheaper than those on the official website (even though its the same company selling it- the original one). Together with shop coupons, shopee cashbacks and using shopback for some more cashbacks, the savings are tremendous!!! Plus u can check the ratings to check on the quality of products bought.","perfect  experience.  came  across  fake  bags  w/  ""receipts""  n  helped  refund  (unfortunately  scammer  matches.fashion  still  allowed  sell).  deals  also  cheaper  official  website  (even  though  company  selling  it-  original  one).  together  shop  coupons,  cashbacks  using  shopback  cashbacks,  savings  tremendous!!!  plus  u  check  ratings  check  quality  products  bought.",5,0
Terrible app. Full of bugs. Bad to worse experience. Better off using Lazada.,terrible  app.  full  bugs.  worse  experience.  better  using  lazada.,1,1
"Shopee is a fraud! I played in a game event which offers 1000 coins to the top 25 players. But when event ended, I'm not rewarded even my score was in the top 10! I showed them my screenshot of my score., But I'm denief of the rewards! I spent real $$ in their market place, so what is 1000 coins? It's just 10 goddam dollars! Would I lie or cheat for that amount? C'mon! Wake up shopee! You should have a tracking record of games event winners! See and check my scoreline!! Are you being bias? Wt*","fraud!  played  game  event  offers  1000  coins  top  25  players.  event  ended,  i'm  rewarded  even  score  top  10!  showed  screenshot  score.,  i'm  denief  rewards!  spent  real  $$  market  place,  1000  coins?  10  goddam  dollars!  would  lie  cheat  amount?  c'mon!  wake  shopee!  tracking  record  games  event  winners!  see  check  scoreline!!  bias?  wt*",1,1
